BV号：BV1W1Gd6AEJo
标题：BV1W1Gd6AEJo
链接：https://www.bilibili.com/video/BV1W1Gd6AEJo
识别语言：zh
语言置信度：1
分段数：407
生成时间：2026-08-29 08:58:19

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:03:33 - 00:03:34] 即使不是指数增长
[00:03:34 - 00:03:37] 也足以称为显存和吞吐的核心瓶颈
[00:03:37 - 00:03:42] Deepseq通过MLA,DSA,CSA等一系列创新
[00:03:42 - 00:03:44] 它没有把问题完全变成常数级
[00:03:44 - 00:03:47] 而是通过压缩西输选择和混合注意力
[00:03:47 - 00:03:51] 把常上下文的计算和缓存协率大幅压低
[00:03:51 - 00:03:53] 这是一个工程上的突破
[00:03:53 - 00:03:56] 我在这里给大家看两组最新的官方数据
[00:03:56 - 00:03:58] 就在4月底到5月底这段时间
[00:03:58 - 00:04:01] Deepseak连续发布了两次重磅的定价调整
[00:04:01 - 00:04:04] 而且第二次调整的意义远比第一次深远
[00:04:04 - 00:04:07] 首先是输入缓存InputCash的价格
[00:04:07 - 00:04:10] 他们直接把整个API系列的缓存
[00:04:10 - 00:04:12] 命中价格砍到了原来的十分之一
[00:04:12 - 00:04:15] 但更重磅的是5月23日的宣布
[00:04:15 - 00:04:19] V4 Pro模型的75%折扣不再是临时促销
[00:04:19 - 00:04:20] 而是永久性定价
[00:04:20 - 00:04:24] 这意味着Deepseak把这个价格当做了长期战略定价
[00:04:24 - 00:04:26] 而不是短期的营销手段
[00:04:26 - 00:04:27] 具体数字是这样的
[00:04:27 - 00:04:32] 缓存命中的输入每百万Token只要0.003625美元
[00:04:32 - 00:04:35] 缓存未命中的输入是0.435美元
[00:04:35 - 00:04:38] 输出价格是0.87美元
[00:04:38 - 00:04:39] 对V4 Pro来说
[00:04:39 - 00:04:43] 这三档价格相当于表内原价的1⁄
[00:04:43 - 00:04:45] 其中CashHit输入价还叠加了
[00:04:45 - 00:04:48] 全系列缓存命中价下条机制
[00:04:48 - 00:04:50] 你可能会觉得这不就是价格战吗
[00:04:50 - 00:04:53] 不你把这个定价策略和他们的底层技术结合起来看
[00:04:53 - 00:04:56] 就会发现这根本不是简单的打折促销
[00:04:56 - 00:04:59] 当V4 Pro能够以极低的计算量
[00:04:59 - 00:05:02] 和内存占用处理100万上下文实
[00:05:02 - 00:05:04] 至少可以确定的是
[00:05:04 - 00:05:07] 技术效率的提升给了他们更激进定价的空间
[00:05:07 - 00:05:10] 至于其中有多少是成本下降
[00:05:10 - 00:05:11] 有多少是战略补贴
[00:05:11 - 00:05:13] 目前还不能下定论
[00:05:13 - 00:05:15] 更关键的是他们把这个让力
[00:05:15 - 00:05:17] 变成了永久性的定价策略
[00:05:17 - 00:05:19] 这说明Deepsea可以已经有信心
[00:05:19 - 00:05:21] 在这个价格上保持竞争力
[00:05:21 - 00:05:23] 并且长期维持这样的定价
[00:05:23 - 00:05:25] 这种对成本的极致压缩
[00:05:25 - 00:05:26] 并不是为了省那点电费
[00:05:26 - 00:05:29] 也不是为了在API市场上
[00:05:29 - 00:05:30] 打赢一时的价格站
[00:05:30 - 00:05:32] 它是为了让那些原本根本
[00:05:32 - 00:05:34] 跑不动大模型的非主流芯片
[00:05:34 - 00:05:36] 突然有了上桌打牌的资格
[00:05:36 - 00:05:37] 也是为了让那些
[00:05:37 - 00:05:39] 因为成本望而却步的开发者
[00:05:39 - 00:05:41] 能够毫无顾忌地
[00:05:41 - 00:05:42] 把常上下文应用跑起来
[00:05:42 - 00:05:44] 更重要的是它是为了建立
[00:05:44 - 00:05:46] 一个新的行业定价标准
[00:05:46 - 00:05:48] 让整个非英伟达生态
[00:05:48 - 00:05:50] 都能在这个新的成本级线上竞争
[00:05:50 - 00:05:53] 想象一下如果你是一个国产芯片厂商
[00:05:53 - 00:05:57] 你的GPU性能只有英伟达H100的一半
[00:05:57 - 00:05:59] 但你的显存成本只有它的三分之一
[00:05:59 - 00:06:02] 在传统的密集模型时代你根本没有竞争力
[00:06:02 - 00:06:05] 但如果模型的KV缓存只需要原来的十分之一
[00:06:05 - 00:06:09] 那么你的成本优势就变成了真正的竞争力
[00:06:09 - 00:06:12] 这就是为什么Deepseak要这么执着的压低单位成本
[00:06:12 - 00:06:14] 他们不是在为自己省钱
[00:06:14 - 00:06:17] 他们是在为整个非英伟达硬件生态
[00:06:17 - 00:06:18] 创造生存空间
[00:06:18 - 00:06:19] 关键点二
[00:06:19 - 00:06:22] 用记忆换计算的新思路
[00:06:22 - 00:06:24] 如果说架构创新是在截流
[00:06:24 - 00:06:27] DeepSync在2026年1月发布的Angram技术
[00:06:27 - 00:06:29] 就是在开辟新维度
[00:06:29 - 00:06:31] 我们在高端GPU制造上受限
[00:06:31 - 00:06:33] 但在存储芯片领域
[00:06:33 - 00:06:35] 我们有长江存储和长新存储
[00:06:35 - 00:06:39] 长江存储是全球3D NAND的重要参与者
[00:06:39 - 00:06:42] 长新存储正在推进高端DRAM产品
[00:06:42 - 00:06:45] 这种不对称优势和DeepSync的技术方向
[00:06:45 - 00:06:46] 存在潜在协同
[00:06:46 - 00:06:47] 他们发明了一种机制
[00:06:47 - 00:06:49] 把一部分静态模式解锁
[00:06:49 - 00:06:52] 从神经计算转移到条件记忆插照
[00:06:52 - 00:06:54] 这就是Angram技术的核心
[00:06:54 - 00:06:56] 让我具体解释一下Angram的工作原理
[00:06:56 - 00:06:59] 在传统成参数化Transformer里
[00:06:59 - 00:07:02] 大量知识主要压缩在神经网络参数中
[00:07:02 - 00:07:05] 推理石模型需要通过一次完整的前向传播
[00:07:05 - 00:07:06] 来检索和处理信息
[00:07:06 - 00:07:08] 这个过程计算量很大
[00:07:08 - 00:07:10] 但是有一类知识是静态的
[00:07:10 - 00:07:12] 比如局波Angram模式
[00:07:12 - 00:07:15] 常见语言片段和可附用的静态表示
[00:07:15 - 00:07:17] 其中一部分局部静态模式
[00:07:17 - 00:07:21] 可以先通过OE查表提供候选表示
[00:07:21 - 00:07:23] 推理时只需要一次简单的查表操作
[00:07:23 - 00:07:25] 就能获得初步结果
[00:07:25 - 00:07:27] Angram就是把这个思路系统化了
[00:07:27 - 00:07:30] 它在模型中增加了一个条件记忆模块
[00:07:30 - 00:07:32] 这个模块存储的是大量Angram
[00:07:32 - 00:07:34] 对应的静态embedding表示
[00:07:34 - 00:07:37] 推理时Angram会根据局部
[00:07:37 - 00:07:39] Angram通过哈希检索这些静态表示
[00:07:39 - 00:07:42] 再用当前Hidden State的做Gating
[00:07:42 - 00:07:45] 把这部分静态记忆融合进主干网络进行判断
[00:07:45 - 00:07:47] 而不是直接返回预设答案
[00:07:47 - 00:07:48] 这样做的好处是什么
[00:07:48 - 00:07:52] 第一 在相同激活参数和近似相同flops下
[00:07:52 - 00:07:54] 模型可以把一部分容量从
[00:07:54 - 00:07:56] 专家计算转移到静态记忆
[00:07:56 - 00:07:58] 从而提升表示效率
[00:07:58 - 00:08:00] 第二 内存需求反而增加了
[00:08:00 - 00:08:02] 但这是一个有利的权衡
[00:08:02 - 00:08:04] 因为单位容量的主机内存通常
[00:08:04 - 00:08:07] 比高端加速器计算资源更便宜
[00:08:07 - 00:08:09] 但代价是带宽和延迟约束
[00:08:09 - 00:08:12] 简单来说就是用我们充裕的内存资源
[00:08:12 - 00:08:15] 去填补我们在逻辑计算能力上的短板
[00:08:15 - 00:08:16] 但这里有个很离谱的地方
[00:08:16 - 00:08:19] 这种记忆换计算的策略
[00:08:19 - 00:08:21] 不仅没有降低模型的智商
[00:08:21 - 00:08:23] 反而在多项任务上实现了显著提升
[00:08:23 - 00:08:26] MMLU提升3.4个百分点
[00:08:26 - 00:08:30] CMMLU提升4.0个百分点
[00:08:30 - 00:08:32] BBH提升5.0个百分点
[00:08:32 - 00:08:35] ARCChallenge提升3.7个百分点
[00:08:35 - 00:08:38] 常上下文的多查询Ni-Edge测试
[00:08:38 - 00:08:41] 从84.2提到了97.0
[00:08:41 - 00:08:43] 这是一个从量变到质变的跨越
[00:08:43 - 00:08:44] 为什么会这样
[00:08:44 - 00:08:47] 因为Angram不仅是在做记忆查找
[00:08:47 - 00:08:51] 它实际上是在给模型增加了一个新的思考维度
[00:08:51 - 00:08:55] 模型现在可以同时利用参数化的神经知识和静态的记忆表示
[00:08:55 - 00:08:58] 这种多路径的信息处理方式
[00:08:58 - 00:08:59] 本身就提升了模型的能力
[00:08:59 - 00:09:01] 把你的看法打在公平上
[00:09:01 - 00:09:04] 你觉得这种思路未来会成为行业标配吗
[00:09:04 - 00:09:05] 关键点三
[00:09:05 - 00:09:07] 降低跨硬件适配的门槛
[00:09:07 - 00:09:09] 当你把成本门槛降下来
[00:09:09 - 00:09:11] 又把内存的优势发挥到极致后
[00:09:11 - 00:09:12] 还差最后一步
[00:09:12 - 00:09:14] 打破软件生态的垄断
[00:09:14 - 00:09:16] 这也是为什么DeepSig在
[00:09:16 - 00:09:18] V4基础设施中采用TileLine
[00:09:18 - 00:09:21] 并开源了基于TileLine的Tile Chronos
[00:09:21 - 00:09:24] 在过去硬件厂商想要适配AI模型
[00:09:24 - 00:09:26] 必须捏着鼻子去兼容Cuda
[00:09:26 - 00:09:28] 或者开发复杂的翻译层
[00:09:28 - 00:09:30] 这个过程既费时又费钱
[00:09:30 - 00:09:32] 而且往往效率很低
[00:09:32 - 00:09:33] Cuda为什么这么难被替代
[00:09:33 - 00:09:36] 因为它不仅是一个编程接口
[00:09:36 - 00:09:39] 它是一整套从硬件到软件的生态系统
[00:09:39 - 00:09:43] 包括编译器库寒数、优化工具、调试工具等等
[00:09:43 - 00:09:46] 一个新的硬件厂商要从零开始建立这样的生态
[00:09:46 - 00:09:48] 需要投入巨大的资源
[00:09:48 - 00:09:49] 而TileLang出现
[00:09:49 - 00:09:52] 降低的是模型Colonel适配门槛
[00:09:52 - 00:09:55] 不是把AI芯片市场的整体进入门槛都降下来
[00:09:55 - 00:09:57] 它是一个领域特定语言
[00:09:57 - 00:09:59] 支持库达Hip CPU等多个后端
[00:09:59 - 00:10:02] TileLang本身在扩展多后端支持
[00:10:02 - 00:10:04] 但DeepSync当前开源的TileColonels
[00:10:04 - 00:10:07] 主要还是面向NVIDIA COO的环境
[00:10:07 - 00:10:10] 快硬件附用人要看后端成熟度和重写成本
[00:10:10 - 00:10:13] 开发者可以用同一套DSL表达,Colonel
[00:10:13 - 00:10:17] 但高性能落地仍需要针对具体硬件调餐和补期后端
[00:10:17 - 00:10:20] 具体来说,它又烂做了什么?
[00:10:20 - 00:10:24] 第一,它提供了一套统一的高性能Colonel编写接口
[00:10:24 - 00:10:26] 开发者不必每次都从各平台
[00:10:26 - 00:10:29] 最底层的编程模型开始协起
[00:10:29 - 00:10:31] 但要做极致性能,仍然要理解具体硬件
[00:10:31 - 00:10:34] 第二,它处理了很多底层的优化工作
[00:10:34 - 00:10:37] 比如内存访问模式并行度调度等
[00:10:37 - 00:10:40] 第三,它提供了多个硬件后端的支持
[00:10:40 - 00:10:43] 包括invidia-cuda AMD HIP,华为生腾等
[00:10:43 - 00:10:47] 意味着一个硬件厂商在适配Deepseak这类模型时
[00:10:47 - 00:10:51] 不必每个高兴能Kernel都从手写CudaHIP开始
[00:10:51 - 00:10:53] 台湾Line能降低Kernel开发和迁移的门槛
[00:10:53 - 00:10:55] 但它不能替代完整的软件站
[00:10:55 - 00:10:59] 驱动编辑Runtime框架适配和算子库仍然需要
[00:10:59 - 00:11:01] 而且这个机会不是一次性的
[00:11:01 - 00:11:03] 如果未来越来越多模型采用
[00:11:03 - 00:11:06] Tile LAN或類似DSL編寫Colonel
[00:11:06 - 00:11:09] 這個生態才可能形成跨硬件優化的正反饋
[00:11:09 - 00:11:11] 更多硬件廠商會有動力加入
[00:11:11 - 00:11:14] 更多模型會針對多硬件優化
[00:11:14 - 00:11:16] 最終可能形成一個真正的多硬件生態
[00:11:16 - 00:11:19] 很多人會覺得Deepseak堅持開源
[00:11:19 - 00:11:21] 毫無保留地分享這些底層技術
[00:11:21 - 00:11:23] 是一種理想主義的狂熱
[00:11:23 - 00:11:25] 甚至是對投資人資金的揮霍
[00:11:25 - 00:11:28] 但另一種更有解釋力的理解是
[00:11:28 - 00:11:30] 這不一定是單純的理想主義
[00:11:30 - 00:11:33] 而可能是一种以开源换生态影响力的长期打法
[00:11:33 - 00:11:36] 注意这不是已经被证实的商业事实
[00:11:36 - 00:11:38] 而是基于它的技术路线
[00:11:38 - 00:11:41] 开源策略和成本定价做出的战略推演
[00:11:41 - 00:11:44] DeepSig的CEO梁文峰来自换方亮画
[00:11:44 - 00:11:45] 是一个长期在算法
[00:11:45 - 00:11:49] 算力和交易系统里打磨出来的工程型创业者
[00:11:49 - 00:11:52] 他对市场的理解远不止技术本身
[00:11:52 - 00:11:53] 为什么会这样
[00:11:53 - 00:11:58] 因为当你的技术标准成为整个非音伟达阵营的通用标准时
[00:11:58 - 00:12:00] 你就掌握了生态的话语权
[00:12:00 - 00:12:03] 这不是什么新鲜的商业逻辑 历史上有很多例子
[00:12:03 - 00:12:05] 微软通过开放Windows的API
[00:12:05 - 00:12:08] 让无数第三方开发者为其生态贡献
[00:12:08 - 00:12:11] 最后Windows成为了PC时代的绝对霸主
[00:12:11 - 00:12:13] 谷歌通过开源Android
[00:12:13 - 00:12:16] 让众多硬件厂商为其生态贡献
[00:12:16 - 00:12:19] 最后Android成为了移动时代的绝对霸主
[00:12:19 - 00:12:21] Deepseek可能在尝试类似的生态逻辑
[00:12:21 - 00:12:23] 只不过对象从操作系统
[00:12:23 - 00:12:26] 变成了模型架构和推理基础设施
[00:12:26 - 00:12:29] 你可以参考OpenAI和AMD的合作模式
[00:12:29 - 00:12:32] MD官方宣布与OpenAI达成6几把GPU合作
[00:12:32 - 00:12:37] 并给OpenAI最多1.6亿股AMD普通股认股权证
[00:12:37 - 00:12:40] 按理成碑逐步归属这种硬件承诺换股权的模式
[00:12:40 - 00:12:42] 对双方都是双赢
[00:12:42 - 00:12:44] AMD获得了一个稳定的大客户
[00:12:44 - 00:12:46] OpenAI获得了一个硬件选项
[00:12:46 - 00:12:49] 而且通过股权激励双方的利益深度绑定
[00:12:49 - 00:12:51] Deepseq现在的开源策略
[00:12:51 - 00:12:54] 某种程度上就是在为这样的合作铺路
[00:12:54 - 00:12:58] 通过开源它让所有硬件厂商都能基于它的架构进行优化
[00:12:58 - 00:13:00] 如果越来越多硬件厂商围绕
[00:13:00 - 00:13:02] Deepseq Workload作优化
[00:13:02 - 00:13:05] 未来就可能形成技术路径上的依赖
[00:13:05 - 00:13:07] 这样Deepseq也能通过这种生态
[00:13:07 - 00:13:09] 影响力获得长期的话语权和合作机会
[00:13:09 - 00:13:12] 看到这里你可能会想Deepseq到底靠什么赚钱
[00:13:12 - 00:13:14] 这是一个很现实的问题
[00:13:14 - 00:13:15] 我的答案是
[00:13:15 - 00:13:18] 不要用CS软件的逻辑去理解Deepseq
[00:13:18 - 00:13:20] 要用生态影响力的逻辑去看待它
[00:13:20 - 00:13:24] 当全球AI基础设施已经进入万亿美元级竞争时
[00:13:24 - 00:13:28] Deepseq的价值不一定只体现在模型API收入上
[00:13:28 - 00:13:29] DeepSig已经证明了一点
[00:13:29 - 00:13:33] 在持续压低常上下文和推理成本
[00:13:33 - 00:13:35] 如果能把这种技术优势转化成
[00:13:35 - 00:13:38] 非酷大阵营的生态化语权将意义非凡
[00:13:38 - 00:13:40] 让我展开这个推演的逻辑
[00:13:40 - 00:13:43] 第一步DeepSig通过开源和技术创新
[00:13:43 - 00:13:46] 让自己的架构成为非酷大阵营的优先选择
[00:13:46 - 00:13:50] 第二步 随着越来越多的硬件厂商采用DeepSig的架构
[00:13:50 - 00:13:54] DeepSig的模型和工具链就变成了这个生态的标准
[00:13:54 - 00:13:57] 第三步 当DeepSig接近事实标准时
[00:13:57 - 00:13:59] 它获得的未必是传统意义上的定价权
[00:13:59 - 00:14:01] 而是更强的生态意价权
[00:14:01 - 00:14:03] 合作入口和技术路线影响力
[00:14:04 - 00:14:04] 第四步
[00:14:04 - 00:14:08] 这种影响力可以转化为多种形式的合作和收益
[00:14:08 - 00:14:09] 可能是直接的API收费
[00:14:09 - 00:14:11] 可能是硬件厂商的股权合作
[00:14:11 - 00:14:13] 可能是算力置换
[00:14:13 - 00:14:15] 也可能是长期的技术生态主导权
[00:14:15 - 00:14:17] 这种商业模式的庙处在于
[00:14:17 - 00:14:20] 它不是赢家通知的零和游戏
[00:14:20 - 00:14:22] 而是共同繁荣的正和游戏
[00:14:22 - 00:14:25] 硬件厂商通过DeepSik的技术获得竞争力
[00:14:25 - 00:14:28] DeepSync通过硬件厂商的支持获得生态影响力
[00:14:28 - 00:14:31] 最后整个非因伟达生态都受益
[00:14:31 - 00:14:32] 换一个角度来看
[00:14:32 - 00:14:34] 如果DeepSync的模型架构
[00:14:34 - 00:14:36] 吸收注意力和Kernel工具链
[00:14:36 - 00:14:39] 成为非库达阵营的优先适配对象
[00:14:39 - 00:14:43] 那么DeepSync就可能获得比单纯卖API更大的生态一架权
[00:14:43 - 00:14:45] 这种一架权可能体现在多个方向
[00:14:45 - 00:14:49] 股权合作算力置换或者长期的技术生态主导权
[00:14:49 - 00:14:53] 而且这种模式还有一个隐藏的优势
[00:14:53 - 00:14:55] 它让Deepseak可以同时在两个市场上竞争
[00:14:55 - 00:14:59] 一个是模型市场和OpenAI Cloud等竞争
[00:14:59 - 00:15:01] 另一个是生态市场和枯大生态竞争
[00:15:01 - 00:15:04] 在模型市场上Deepseak可能不是最强的
[00:15:04 - 00:15:07] 但在生态市场上它可能是最有潜力的
[00:15:07 - 00:15:08] 接下来会发生什么
[00:15:08 - 00:15:10] 这是一个很难预测的问题
[00:15:10 - 00:15:13] 但我们可以基于现有的信号进行合理推测
[00:15:13 - 00:15:16] 第一最值得观察的信号是Deepseak是否会存储
[00:15:16 - 00:15:20] 加速卡或国产算力厂商出现更深合作
[00:15:20 - 00:15:23] 从技术层面看,这样的合作对双方都是有利的
[00:15:23 - 00:15:27] 硬件厂商可以更快验证和适配DeepSig这类推理负载
[00:15:27 - 00:15:31] DeepSig可以通过硬件厂商的支持,扩大自己的生态影响力
[00:15:31 - 00:15:35] 但从商业层面看,这样的合作涉及复杂的利益协调
[00:15:35 - 00:15:38] 不是所有的硬件厂商都会选择和DeepSig合作
[00:15:38 - 00:15:40] 也不是所有的合作都会成功
[00:15:40 - 00:15:43] 第二,随着硬件选择的丰富和成本的下降
[00:15:43 - 00:15:48] DeepSig将有能力进行更大规模的强化学习和自动化研究
[00:15:48 - 00:15:51] 这可能是通向更强通用能力的重要路径之一
[00:15:51 - 00:15:54] 强化学习是训练更强大模型的关键
[00:15:54 - 00:15:56] 但它的成本非常高
[00:15:56 - 00:15:58] 需要生成大量的轨迹数据
[00:15:58 - 00:15:59] 需要进行大量的实措
[00:15:59 - 00:16:01] 如果硬件成本下降了
[00:16:01 - 00:16:05] 那么DeepSig就可以进行更激进的强化学习实验
[00:16:05 - 00:16:07] 这将加速模型能力的提升
[00:16:07 - 00:16:10] 第三 这种技术外溢不仅会重塑本土市场
[00:16:10 - 00:16:13] 也会让西方的开源生态和挑战者受益
[00:16:13 - 00:16:15] MDCR Brass这类挑战者
[00:16:15 - 00:16:18] 可能从开源模型和开放Colonel生态中受益
[00:16:18 - 00:16:20] 但能否转化成竞争力
[00:16:20 - 00:16:23] 还取决于各自硬件编辑器和开发者生态
[00:16:23 - 00:16:26] 如果多个硬件厂商都能有效适配
[00:16:26 - 00:16:29] 才可能进一步打破因为达的垄断
[00:16:29 - 00:16:31] 最终形成一个更加多元化的硬件生态
[00:16:31 - 00:16:33] 最后我想说一句话
[00:16:33 - 00:16:35] 不要用卖铲子的思维
[00:16:35 - 00:16:38] 去衡量一个想重塑整座金矿的人
[00:16:38 - 00:16:42] 你觉得DeepSig的这种成本压低一家生态负能的策略能成功吗
[00:16:42 - 00:16:45] 国产芯片能借此机会真正崛起吗
[00:16:45 - 00:16:47] 欢迎在评论区留下你的看法
[00:16:47 - 00:16:48] 我们一起探讨
[00:16:48 - 00:16:50] 如果你觉得这期视频对你有启发
[00:16:50 - 00:16:52] 别忘了点赞投币收藏
[00:16:52 - 00:16:53] 一键三连支持一下
[00:16:53 - 00:16:55] 我是为什么叫QQ
[00:16:55 - 00:16:56] 我们下期深度拆解
[00:16:56 - 00:16:57] 再见
