BV号：BV1cP8J6TERp
标题：BV1cP8J6TERp
链接：https://www.bilibili.com/video/BV1cP8J6TERp
识别语言：zh
语言置信度：1
分段数：354
生成时间：2026-08-29 11:51:02

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:05:00 - 00:05:03] 但绝对代替不了予意商的真伪验证
[00:05:03 - 00:05:04] 然后是SIM命令
[00:05:04 - 00:05:07] 每次执行它控制器都会去读一遍账本
[00:05:07 - 00:05:08] 把当前的Next
[00:05:08 - 00:05:11] Verified和Open数量塞进历史记录里
[00:05:11 - 00:05:12] 最多存20条
[00:05:12 - 00:05:14] 这就形成了一个死锁检测器
[00:05:14 - 00:05:16] 如果连续三次SIM看到的Next
[00:05:16 - 00:05:18] 连标点符号都没变
[00:05:18 - 00:05:20] 它就会跳出来警告你动作卡死了
[00:05:20 - 00:05:22] 如果verified的数量一直不动
[00:05:22 - 00:05:24] 它会提醒你没铲出新结论
[00:05:24 - 00:05:26] 要是open的坑越挖越多
[00:05:26 - 00:05:28] 它就警告你问题堆积了
[00:05:28 - 00:05:31] 如果发现你闲置了半个小时以上
[00:05:31 - 00:05:33] sIM会直接把完整的账本
[00:05:33 - 00:05:35] 前提和8条底线规则甩你脸上
[00:05:35 - 00:05:38] rezoom做的也是类似的重新加载操作
[00:05:38 - 00:05:40] 这是一种非常廉价
[00:05:40 - 00:05:42] 但也非常聪明的飘移检测机制
[00:05:42 - 00:05:44] 它相当于在旁边敲黑板说
[00:05:44 - 00:05:45] 兄弟你好像卡住了
[00:05:45 - 00:05:47] 但它不会帮你分析任务
[00:05:47 - 00:05:49] 更不会替你生成新计划
[00:05:49 - 00:05:52] 破局还得模型自己想辙
[00:05:52 - 00:05:53] 最后是ship命令
[00:05:53 - 00:05:54] 老实说
[00:05:54 - 00:05:56] 他就像一个针对文本的linter
[00:05:56 - 00:05:57] 在准备交付前
[00:05:57 - 00:06:00] 他会挑过markdown标题表格和代码块
[00:06:00 - 00:06:01] 专职去扫证文
[00:06:01 - 00:06:03] 查什么呢
[00:06:03 - 00:06:04] 查有没有内部发泄漏
[00:06:04 - 00:06:06] 状态标记有没有清理干净
[00:06:06 - 00:06:08] 有没有连续重复的废话
[00:06:08 - 00:06:10] 还会顺手查一下你宣称的
[00:06:10 - 00:06:12] 以验证有没有交代清楚覆盖范围
[00:06:12 - 00:06:14] 如果查出了毛病
[00:06:14 - 00:06:15] 有意思的是
[00:06:15 - 00:06:17] 他依然会返回成功状态
[00:06:17 - 00:06:19] 原码注尸里写得明明白白
[00:06:19 - 00:06:21] 它只是个汇报员不干保安的活
[00:06:21 - 00:06:25] 至于仓库里那个Verify, Sweetednpy
[00:06:25 - 00:06:26] 查的也只是目录对不对
[00:06:26 - 00:06:28] 路由再不再磨块
[00:06:28 - 00:06:29] 骨架全部全
[00:06:29 - 00:06:31] 整个仓库的18个单元测试
[00:06:31 - 00:06:33] 全都是围绕这几个控制器逻辑写的
[00:06:33 - 00:06:37] CI跑的只是在不同系统下的完整性检查
[00:06:37 - 00:06:40] 没有任何一行测试代码去调用的模型
[00:06:40 - 00:06:42] 更别提去跑什么公开的BancheMark了
[00:06:42 - 00:06:44] 讲到这里我们回到第一性原理
[00:06:44 - 00:06:47] 一套不碰全重的代码凭什么能提分
[00:06:47 - 00:06:49] 在Agent世界里
[00:06:49 - 00:06:51] 任务结果至少是四层逻辑共同作用的
[00:06:51 - 00:06:54] 模型负责出主意写代码
[00:06:54 - 00:06:56] Harness负责管商下文和工具接口
[00:06:56 - 00:06:59] 执行环境管着你的权限和超时时间
[00:06:59 - 00:07:01] 最后评分器来做中裁判
[00:07:01 - 00:07:04] Jace Base只是在这个Harness层做文章
[00:07:04 - 00:07:06] 偶尔用控制器带一带节奏
[00:07:06 - 00:07:08] 它实际上是在对冲三类过程损耗
[00:07:08 - 00:07:11] 忘掉约束条件半途而废提早交卷
[00:07:11 - 00:07:13] 以及撞墙之后原地死循环
[00:07:13 - 00:07:16] 所以你看基础模型确实没变聪明
[00:07:16 - 00:07:17] 但系统成功率提高了
[00:07:17 - 00:07:20] 这完全符合软件工程的常识
[00:07:20 - 00:07:22] 就像数据库还是那个数据库
[00:07:22 - 00:07:24] 但加了强一致性的事务协议
[00:07:24 - 00:07:25] 线上故障自然就少了
[00:07:25 - 00:07:28] 基于代码审计结论只能走到这步
[00:07:28 - 00:07:29] 再往上拔高说
[00:07:29 - 00:07:32] 模型进化了那就属于证据不足了
[00:07:32 - 00:07:34] 所以我对这个项目的判断非常明确
[00:07:34 - 00:07:36] Jace Base真正扭的地方
[00:07:36 - 00:07:39] 是把顶尖Agent玩家的操作手感
[00:07:39 - 00:07:42] 沉淀成了一套可落地的标准协议
[00:07:42 - 00:07:45] 内五行账本强约数的Next随时落地的检查点
[00:07:45 - 00:07:46] 还有发现不对劲
[00:07:46 - 00:07:48] 立马提示恢复的机制
[00:07:48 - 00:07:50] 简直就是为长城复杂任务量身定制的
[00:07:50 - 00:07:54] 但它最大的败笔是为了去蹭那篇前沿论文的热度
[00:07:54 - 00:07:56] 硬生生套了个JSPACE的壳子
[00:07:56 - 00:07:58] 人家anthropic论文理测
[00:07:58 - 00:08:01] 得是底层的中间激活表示
[00:08:01 - 00:08:03] 你这个仓库里既没有JACKLEBIN LENS
[00:08:03 - 00:08:05] 也没有任何探测网络内部状态的探针
[00:08:05 - 00:08:08] 你明明是个优秀的Agent的运行规程
[00:08:08 - 00:08:10] 非要搞一套高深漠测的蓄势
[00:08:10 - 00:08:12] 我的评价是分开的
[00:08:12 - 00:08:14] 这套工程思路非常值得借鉴和测试
[00:08:14 - 00:08:18] 但它包装的那套机制蓄勢必须降为看待
[00:08:18 - 00:08:19] 既然没改模型
[00:08:19 - 00:08:22] 那Bunchmark上的那些高分到底是怎么跑出来的
[00:08:22 - 00:08:24] 做过长程评测的同学都知道
[00:08:24 - 00:08:27] 这类榜单极其偏爱那些有流程纪律的系统
[00:08:27 - 00:08:30] 比如写代码你需要跨过几十个文件
[00:08:30 - 00:08:32] 还能记住最初的需求
[00:08:32 - 00:08:33] 用工具失败了
[00:08:33 - 00:08:36] 你需要能平稳落地并恢复状态
[00:08:36 - 00:08:38] 这Space的这套账本和检查点
[00:08:38 - 00:08:40] 正好就是专门治这些毛病的
[00:08:40 - 00:08:41] 在这个过程中
[00:08:41 - 00:08:43] 它用极其荣长的指令
[00:08:43 - 00:08:44] 逼着模型去多做验证
[00:08:44 - 00:08:48] 无形中也必定增加了大量的工具调用和Token消耗
[00:08:48 - 00:08:51] 如果你拿一个光板的机线
[00:08:51 - 00:08:53] 去和这套全副武装的协议打
[00:08:53 - 00:08:55] 双方手里的弹药预算早就不一样了
[00:08:55 - 00:08:58] 分数高了确实说明产品体验变好了
[00:08:58 - 00:08:59] 但归因必须严谨
[00:08:59 - 00:09:02] 我们根本不知道究竟是哪个模块立了功
[00:09:02 - 00:09:05] 也不知道如果把Token和重视次数拉平
[00:09:05 - 00:09:07] 这分数还能剩多少
[00:09:07 - 00:09:10] 没有消融实验这种打包的总分只能看个乐
[00:09:10 - 00:09:13] 更要命的是回到他们公开的那份报告
[00:09:13 - 00:09:17] 最大的印象在于缺少可复线的执行链
[00:09:17 - 00:09:19] 那个班茨马克参酷里空空荡荡
[00:09:19 - 00:09:21] 只有个Readme许可证和引用声明
[00:09:21 - 00:09:24] 既没有评测脚本也没有任务清单
[00:09:24 - 00:09:27] 更别提环境锁定文件或者主题的原始log了
[00:09:27 - 00:09:30] Readme里虽然轻描淡写的给了几个temperature
[00:09:30 - 00:09:32] TopP的参数
[00:09:32 - 00:09:35] 但你根本找不到一条能把它跑起来的真实命令
[00:09:35 - 00:09:38] 这表里甚至还保留着不同厂商原始的harness
[00:09:38 - 00:09:42] Kimi的对比数据也是在完全不同的条件下测出来的
[00:09:42 - 00:09:44] 我对这份跑分表的态度很直接
[00:09:44 - 00:09:46] 它可以作为一个很有意思的工程观察记录
[00:09:46 - 00:09:49] 但在拿出真金白银的证据之前
[00:09:49 - 00:09:50] 它没资格去排座次
[00:09:50 - 00:09:52] 更不能拿来证明因果关系
[00:09:52 - 00:09:56] 如果让我来做一个公平的对照实验应该怎么设计
[00:09:56 - 00:09:58] 我会把它严格拆成五组
[00:09:58 - 00:10:01] A组直接跑官方的死机线作为参照
[00:10:01 - 00:10:03] B组塞进去一个等长的中性skill
[00:10:03 - 00:10:06] 单纯为了控制上下文长度这个辩量
[00:10:06 - 00:10:08] C组只为JSPACE的指令
[00:10:08 - 00:10:10] 但把拍摄控制器直接关掉
[00:10:10 - 00:10:14] D组反过来只保留内5行账本和恢复命令
[00:10:14 - 00:10:16] 把那些花烧的JSPACE设定全砍了
[00:10:16 - 00:10:19] 最后的一组才是全副武装的完整套件
[00:10:19 - 00:10:22] 这5组必须死死锁定同一个模型快照
[00:10:22 - 00:10:25] 同一套工具SKIMA和系统提示
[00:10:25 - 00:10:28] 杀箱环境网络状态超时限制最大token
[00:10:28 - 00:10:31] 采样参数甚至是重视次数全都要保持绝对一致
[00:10:31 - 00:10:34] 题目版本和评分器也得锁死
[00:10:34 - 00:10:36] 每刀提还得打乱顺序跑个至少五次
[00:10:36 - 00:10:39] 只有这么抠细节你才能真的算清楚
[00:10:39 - 00:10:42] 提示词外部记忆和完整协议
[00:10:42 - 00:10:43] 到底各自炸出了几滴油
[00:10:43 - 00:10:46] 除了分组看结果的时候也得盯紧三类指标
[00:10:46 - 00:10:51] 首先是主指标必须是预先注册好的任务成功率
[00:10:51 - 00:10:52] 首选报告Perset 1
[00:10:52 - 00:10:55] 如果允许从事那就老老实实报Pasic
[00:10:55 - 00:10:58] 绝对不能把这俩混在一起互弄人
[00:10:58 - 00:11:01] 其次是过程指标用来解释收益从哪来
[00:11:01 - 00:11:03] 比如约束仪式率是多少
[00:11:03 - 00:11:05] 过早结束率有没有下降
[00:11:05 - 00:11:07] 验证期到底揪出了多少真bug
[00:11:07 - 00:11:09] 失败回荡的成功率有多高
[00:11:09 - 00:11:12] 最后是资源指标这个最容易被藏起来
[00:11:12 - 00:11:13] 消耗了多少token
[00:11:13 - 00:11:15] 花了多少强中时间
[00:11:15 - 00:11:17] 调了多少次工具
[00:11:17 - 00:11:19] 重视了几回哪怕是人工接管的次数
[00:11:19 - 00:11:21] 都得一笔一笔算清楚
[00:11:21 - 00:11:23] 每跑一次trial都得留下完整的案底
[00:11:23 - 00:11:25] 拿任务做配对差值统计
[00:11:25 - 00:11:27] 给出致信区间
[00:11:27 - 00:11:29] 这种级别的benchmark报告
[00:11:29 - 00:11:31] 同时回答了效果机制和成本
[00:11:31 - 00:11:33] 才有真正的工程决策价值
[00:11:33 - 00:11:36] 以后咱们在网上看到这种满天飞的高分表
[00:11:36 - 00:11:38] 不妨现在心里过六个问题
[00:11:38 - 00:11:40] 第一 它测的到底是纯模型
[00:11:40 - 00:11:43] 还是模型外面套了一层厚厚的Honus
[00:11:43 - 00:11:45] 第二分母到底算的是任务数
[00:11:45 - 00:11:46] 还是跑的Trial次数
[00:11:46 - 00:11:47] 第三
[00:11:47 - 00:11:48] Passet
[00:11:48 - 00:11:48] E Passet
[00:11:48 - 00:11:50] 和后背降级
[00:11:50 - 00:11:52] 这三样有没有偷偷混着算
[00:11:52 - 00:11:52] 第四
[00:11:52 - 00:11:55] 不同模型拉出来溜的时候给的执行环境
[00:11:55 - 00:11:58] 工具和计算预算是不是一个起跑线
[00:11:58 - 00:11:58] 第五
[00:11:58 - 00:11:59] 去它的仓库里看一眼
[00:11:59 - 00:12:01] 能不能找到固定的提交记录
[00:12:01 - 00:12:03] 可执行的代码命令
[00:12:03 - 00:12:05] 以及那些失败任务的完整轨迹
[00:12:05 - 00:12:08] 最后第六报告里有没有老老实实的放上机械数据
[00:12:08 - 00:12:11] 等长安未济对照和消融实验结果
[00:12:11 - 00:12:14] 再教大家两个随手就能查的招数
[00:12:14 - 00:12:17] 拿题目总书反退下它图表里的百分比小数
[00:12:17 - 00:12:18] 看能不能处得近
[00:12:18 - 00:12:22] 顺着对比数据去翻一翻它的原始处处
[00:12:22 - 00:12:24] 缺了这里面的任何意向不代表人家造假
[00:12:24 - 00:12:27] 但这个结论的含金量必须在你心里打个折
[00:12:27 - 00:12:31] 没法重放的排名冲起量就是个项目方观察日志
[00:12:31 - 00:12:32] 好了扒完了整套代码
[00:12:32 - 00:12:35] 我对jxbase的观点总结起来就一句话
[00:12:35 - 00:12:38] 它里面确实有十打十的工程干货
[00:12:38 - 00:12:40] 核心价值是把agent的工作记忆
[00:12:40 - 00:12:43] 检查点和恢复纪律给干净利落的外化了
[00:12:43 - 00:12:45] 但它的证据缺口也大得漏风
[00:12:45 - 00:12:48] 公开仓库只证明了这套规矩能跑通
[00:12:48 - 00:12:52] 根本没法证明那个华丽的分数就是这套规矩带来的
[00:12:52 - 00:12:54] 接下来的路线其实很清晰
[00:12:54 - 00:12:57] 把可执行的评测配置完整的执行记录
[00:12:57 - 00:12:59] 失败日制和消融数据全放出来
[00:12:59 - 00:13:01] 让社区去复献一把
[00:13:01 - 00:13:02] 争议自然就平息了
[00:13:02 - 00:13:04] 在此之前我会把它当成一套
[00:13:04 - 00:13:07] 非常值得拿来实操的优秀Honest
[00:13:07 - 00:13:09] 但我绝不会把它当成什么
[00:13:09 - 00:13:11] 模型能力突然觉醒的钥匙
[00:13:11 - 00:13:13] 在做AI应用的路上
[00:13:13 - 00:13:16] 你更看重最终不择手段堆出来的成功率
[00:13:16 - 00:13:19] 还是同等预算下清清楚楚的可负线增量
[00:13:19 - 00:13:21] 欢迎大家在评论区留下你们的工程标准
[00:13:21 - 00:13:23] 如果觉得本期视频对你有帮助
[00:13:23 - 00:13:24] 记得一键三连
[00:13:24 - 00:13:25] 我是为什么叫QQ
[00:13:25 - 00:13:26] 我们下期见
