BV号：BV1jVEP6REqb
标题：BV1jVEP6REqb
链接：https://www.bilibili.com/video/BV1jVEP6REqb
识别语言：zh
语言置信度：1
分段数：416
生成时间：2026-08-29 09:25:38

[00:00:00 - 00:00:02] 大家好,我是为什么叫QQ
[00:03:22 - 00:03:25] 这就是为什么芯片设计师们在设计GPU时
[00:03:25 - 00:03:28] 会非常谨慎地平衡这两个指标
[00:03:28 - 00:03:29] 那么计算时间怎么算
[00:03:29 - 00:03:30] 计算等于
[00:03:30 - 00:03:33] Batch成活跃参数扩回Flops
[00:03:33 - 00:03:34] 第二个方程告诉我们
[00:03:34 - 00:03:36] 计算时间取决于三个变量
[00:03:36 - 00:03:38] Batch也就是P字大小
[00:03:38 - 00:03:42] 代表GPU同时处理的用户请求数活跃参数
[00:03:42 - 00:03:44] 这里有个极易被误解的知识点
[00:03:44 - 00:03:47] 像DeepSeq V3这种混合专家模型
[00:03:47 - 00:03:49] 总参数量约6,710亿
[00:03:49 - 00:03:51] 但每个token生成时
[00:03:51 - 00:03:54] 实际上只激活了大约370亿参数
[00:03:54 - 00:03:56] 其他的专家模块都在休息
[00:03:56 - 00:03:58] flops就是芯片每秒能做的
[00:03:58 - 00:04:00] 辅典运算次数
[00:04:00 - 00:04:01] 这个公式的含义是
[00:04:01 - 00:04:03] 算力越强 计算时间越短
[00:04:03 - 00:04:06] 用户越多活 越参数越大
[00:04:06 - 00:04:08] 计算时间越长 这很直观
[00:04:08 - 00:04:09] 但关键的动差是
[00:04:09 - 00:04:11] 计算时间与batch成正比
[00:04:11 - 00:04:13] 这意味着如果你要处理两倍的用户
[00:04:13 - 00:04:15] 计算时间就会翻倍
[00:04:15 - 00:04:17] 这是一个线性关系没有任何办法绕过去
[00:04:17 - 00:04:19] 那内存时间呢
[00:04:19 - 00:04:20] 这就复杂得多了
[00:04:20 - 00:04:22] 内存等于总参数内存带宽
[00:04:22 - 00:04:24] 加扩号Batch成上下文长度
[00:04:24 - 00:04:27] 成每Token字结束内存带宽扩回
[00:04:27 - 00:04:30] 第三个方程内存读取其实分两部分
[00:04:30 - 00:04:32] 第一部分是读模型权重
[00:04:32 - 00:04:35] 不管你是服务一个用户还是一千个用户
[00:04:35 - 00:04:39] 这6700一十亿参数都得完完整整从显存里读一遍
[00:04:39 - 00:04:41] 这是一笔巨大的固定开销
[00:04:41 - 00:04:43] 第二部分是读KV缓存
[00:04:43 - 00:04:45] 模型要记住你前面说过的话
[00:04:45 - 00:04:48] 这些记忆状态就存在KV缓存里
[00:04:48 - 00:04:50] 用户越多对话历史越长
[00:04:50 - 00:04:52] 这部分读取量就越大
[00:04:52 - 00:04:53] 它是可变开销
[00:04:53 - 00:04:56] 这个公式揭示了一个关键的事实
[00:04:56 - 00:04:57] 全中读取是固定的
[00:04:57 - 00:05:00] 但KV缓存读取会随着Batch
[00:05:00 - 00:05:02] 和上下文长度限性增长
[00:05:02 - 00:05:04] 这意味着当你增加用户数量时
[00:05:04 - 00:05:07] 虽然全中读取的时间保持不变
[00:05:07 - 00:05:10] 但KV缓存的读取时间会限性增加
[00:05:10 - 00:05:12] 好 真正的关键来了
[00:05:12 - 00:05:14] 你自己花钱租一张顶级显卡
[00:05:14 - 00:05:16] 只为你一个人服务
[00:05:16 - 00:05:17] Batch是一
[00:05:17 - 00:05:18] 你要独自承担读一遍
[00:05:18 - 00:05:21] 几百G币权重的巨大时间成本
[00:05:21 - 00:05:24] 这时候你的单Token成本会高到离谱
[00:05:24 - 00:05:26] 但如果把1000个用户的请求打包在一起
[00:05:26 - 00:05:28] 同时处理呢
[00:05:28 - 00:05:30] 大家平摊了独权重的成本
[00:05:30 - 00:05:31] 你的单Token成本
[00:05:31 - 00:05:33] 就会呈现断崖式下降
[00:05:33 - 00:05:35] 单Token成本等于TBatch
[00:05:35 - 00:05:36] 这就是第四个方程
[00:05:36 - 00:05:39] P4大小是决定推理成本最核心的杠杆
[00:05:39 - 00:05:41] 这个公式看起来简单
[00:05:41 - 00:05:43] 但它的含义极其深刻
[00:05:43 - 00:05:44] 它告诉我们
[00:05:44 - 00:05:47] 推理成本不是由单个用户的计算量决定的
[00:05:47 - 00:05:49] 而是由整个系统的硬件利用率决定的
[00:05:49 - 00:05:51] 让我用一个具体的例子来说明
[00:05:51 - 00:05:54] 假设生成一个token需要20毫秒
[00:05:54 - 00:05:56] 其中全重读取需要15毫秒
[00:05:56 - 00:05:58] 计算需要5毫秒
[00:05:58 - 00:05:59] 如果batch是1
[00:05:59 - 00:06:01] 那么成本是20毫秒
[00:06:01 - 00:06:03] 如果batch是10
[00:06:03 - 00:06:04] 那么平均成本是
[00:06:04 - 00:06:06] 扩耗15加5成10
[00:06:06 - 00:06:09] 扩回除以10等于6.5毫秒
[00:06:09 - 00:06:10] 如果batch是100
[00:06:10 - 00:06:14] 那么平均成本是扩耗15加5×100
[00:06:14 - 00:06:17] 扩回除以100等于5.15毫秒
[00:06:17 - 00:06:19] 你看随着Batch增加成本在快速下降
[00:06:19 - 00:06:21] 但这个下降是有极限的
[00:06:21 - 00:06:23] 当Batch足够大时
[00:06:23 - 00:06:26] 权重读取的15毫秒被贪薄到可以忽略
[00:06:26 - 00:06:28] 剩下的就是计算的5毫秒
[00:06:28 - 00:06:29] 这就是成本的下界
[00:06:29 - 00:06:33] 但是成本能随着用户增加无限下降吗
[00:06:33 - 00:06:33] 不能
[00:06:33 - 00:06:35] 因为KV缓存是你读想的
[00:06:35 - 00:06:38] 别人的对话机翼不能借给你用
[00:06:38 - 00:06:40] 每个人的计算量也是10大10的
[00:06:40 - 00:06:41] 当Batch大到一定程度
[00:06:42 - 00:06:44] 计算时间和KV缓存的读取时间
[00:06:44 - 00:06:46] 就会超过读全重的时间
[00:06:46 - 00:06:48] 这成本成本就降不下去了
[00:06:48 - 00:06:50] 触及了绝对的物理下先
[00:06:50 - 00:06:53] 那么这个实现计算与内存完美平衡的
[00:06:53 - 00:06:55] 临界Batch到底是多少
[00:06:55 - 00:06:59] 临界p字大小约等于Flops内存带宽程总参数
[00:06:59 - 00:07:02] 活跃参数约等于300成稀疏度
[00:07:02 - 00:07:04] 第五个方程给出了极其优雅的答案
[00:07:04 - 00:07:07] 这里出现了一个关键的物理常数
[00:07:07 - 00:07:10] 300在目前主流的FP4精度下
[00:07:10 - 00:07:14] 英伟达的芯片算力除以内存带宽大约就是300
[00:07:14 - 00:07:19] 令人震惊的是这个比例从A100、H100到最新的B100
[00:07:19 - 00:07:20] 几乎保持不变
[00:07:20 - 00:07:23] 这不是巧合而是硬件设计的结果
[00:07:23 - 00:07:25] 芯片设计师们已经意识到
[00:07:25 - 00:07:27] 计算和内存的平衡是最关键的
[00:07:27 - 00:07:30] 所以他们在多代产品中都维持了这个比例
[00:07:30 - 00:07:33] 这里的8不是DeepSake总参数
[00:07:33 - 00:07:34] 除以活跃参数的比值
[00:07:34 - 00:07:37] 那个比值其实约18.1
[00:07:37 - 00:07:41] 这个8来自Pope对专家路由层面的减化估算
[00:07:41 - 00:07:44] Deepseq v3的256个Exports中击活32个
[00:07:44 - 00:07:49] 所以专家西叔倍率约8300x8约等于2400
[00:07:49 - 00:07:54] 那么零介批次大小就是300x8等于2400
[00:07:54 - 00:07:56] 也就是说一个推理集群必须
[00:07:56 - 00:07:59] 同时处理2400个并发用户的请求
[00:07:59 - 00:08:02] 才能把硬件利用率压榨到极限
[00:08:02 - 00:08:03] 达到最高的性价比
[00:08:03 - 00:08:05] 这个数字意味着什么
[00:08:05 - 00:08:07] 意味着如果你要运营一个大模型服务
[00:08:07 - 00:08:09] 你必须有足够的用户量
[00:08:09 - 00:08:11] 来填满这个2400的并发
[00:08:11 - 00:08:13] 如果你的用户量不足
[00:08:13 - 00:08:15] 你的硬件利用率就会很低
[00:08:15 - 00:08:16] 成本就会很高
[00:08:16 - 00:08:18] 这就解释了为什么大模型服务
[00:08:18 - 00:08:19] 都要做得很大
[00:08:19 - 00:08:21] 要有全球范围的用户基础
[00:08:21 - 00:08:24] 换个角度说2400个并发每秒
[00:08:24 - 00:08:25] 大约是64步推理
[00:08:25 - 00:08:28] 合计每秒大约15万token
[00:08:28 - 00:08:29] 而jamline级别的应用
[00:08:29 - 00:08:32] 全球流量是每秒数亿token
[00:08:32 - 00:08:35] 这意味着仅仅为了满足日常的推理需求
[00:08:35 - 00:08:39] 巨头们就需要部署成千上万个这样的庞大集群
[00:08:39 - 00:08:41] 看到这里你可能会产生一个直觉
[00:08:41 - 00:08:44] 既然吸收度能成被放大临界批四大小
[00:08:44 - 00:08:45] 从而探包成本
[00:08:45 - 00:08:47] 那我们把模型做得越来越吸收
[00:08:47 - 00:08:49] 不就能无限降低推理成本了吗
[00:08:49 - 00:08:51] 很多创业公司一开始也是这么想的
[00:08:51 - 00:08:53] 但现实很骨感
[00:08:53 - 00:08:54] 实验数据表明
[00:08:54 - 00:08:57] 吸收度的提升存在严重的编辑收益地减
[00:08:57 - 00:08:59] 你把总参数膨胀64倍
[00:08:59 - 00:09:03] 可能只换来相当于四倍活跃参数的能力提升
[00:09:03 - 00:09:06] 这意味着稀疏度的收益在快速地减
[00:09:06 - 00:09:07] 从经济学的角度
[00:09:07 - 00:09:09] 这就是编辑收益地减法则
[00:09:09 - 00:09:12] 更致命的是模型再怎么稀疏
[00:09:12 - 00:09:13] 也无法突破一个铁律
[00:09:13 - 00:09:15] 推理延迟的绝对下限
[00:09:15 - 00:09:18] 就是把模型总参数从高带宽内存
[00:09:18 - 00:09:21] HBM完整读一遍的时间
[00:09:21 - 00:09:24] 以英伟达最新的Viror Rubin GPU为例
[00:09:24 - 00:09:26] 288GB的显存容量
[00:09:26 - 00:09:28] 除以每秒22TB的读取带宽
[00:09:28 - 00:09:30] 算下来约13毫秒
[00:09:30 - 00:09:31] 按POP访谈中
[00:09:31 - 00:09:34] 20TB每秒估算则约15毫秒
[00:09:34 - 00:09:37] RUNNERPOP打了一个非常形象的比方
[00:09:37 - 00:09:39] GPU就像一个定时发车的火车站
[00:09:39 - 00:09:41] 每20毫秒发一班车
[00:09:41 - 00:09:42] 不管车上坐没坐满
[00:09:42 - 00:09:43] 倒点必须发车
[00:09:43 - 00:09:46] 新来的请求只能等下一班
[00:09:46 - 00:09:48] 你永远不可能违背物理定律
[00:09:48 - 00:09:49] 把延迟压缩到2毫秒
[00:09:49 - 00:09:51] 这是硬件的物理极限
[00:09:51 - 00:09:52] 不是工程问题
[00:09:52 - 00:09:55] 现在让我们带着这套底层的物理法则
[00:09:55 - 00:09:58] 重新审视开头那些让人费解的商业定价
[00:09:58 - 00:10:00] 为什么Cloud Code快速模式要贵6倍
[00:10:00 - 00:10:02] 因为你要快捷的差对
[00:10:02 - 00:10:06] 系统必须在没有凑满2400个人的情况下提前发车
[00:10:06 - 00:10:07] Batch变小了
[00:10:07 - 00:10:10] 庞大的权重读取成本无法被充分贪薄
[00:10:10 - 00:10:14] 单课成本急剧上升自然就得收你更贵的钱
[00:10:14 - 00:10:17] 这不是商业策略而是物理约束
[00:10:17 - 00:10:19] 具体来说如果你用快速模式
[00:10:19 - 00:10:22] 系统可能会用Batch 300而不是Batch 2400
[00:10:22 - 00:10:25] 这样权重读取的成本就增加了8倍
[00:10:25 - 00:10:27] 所以价格贵6倍是合理的
[00:10:27 - 00:10:28] 甚至还有点便宜
[00:10:28 - 00:10:31] 为什么Gemini在200K上下文处要涨价
[00:10:31 - 00:10:33] 因为在200K以下系统处于计算瓶颈
[00:10:33 - 00:10:36] 你增加上下文计算时间没变
[00:10:36 - 00:10:37] 编辑成本是平的
[00:10:37 - 00:10:39] 但一旦越过200K这个邻届点
[00:10:39 - 00:10:42] KV缓存的体积变得极其庞大
[00:10:42 - 00:10:44] 系统瞬间切换到了内存瓶颈
[00:10:44 - 00:10:46] 上下文越长 读内存越久
[00:10:46 - 00:10:48] 成本开始线性飙升
[00:10:48 - 00:10:50] Gemini 2.25 Pro中
[00:10:50 - 00:10:52] 输入价格在200K处翻倍
[00:10:52 - 00:10:54] 输出价格上涨50%
[00:10:54 - 00:10:56] 如果把200K视为comput
[00:10:56 - 00:11:02] 与KVM独取的交叉点并假设活跃参数约100BFLOPS
[00:11:02 - 00:11:07] 带宽约300,则可估算KVCash约1.7KB Token
[00:11:07 - 00:11:09] 这是一个非常精妙的推导
[00:11:09 - 00:11:12] RanerPope用API定价反推了硬件的内部参数
[00:11:12 - 00:11:16] 这说明API定价往往能反映底层硬件成本约数
[00:11:16 - 00:11:17] 但定价也受缓存
[00:11:17 - 00:11:21] P处理供需产品策略利润率等因素影响
[00:11:21 - 00:11:22] 不是硬件成本的印射
[00:11:22 - 00:11:25] 为什么输出Token通常显著贵于输入Token
[00:11:25 - 00:11:29] 因为在你输入一段话时系统是一次性并行处理的
[00:11:29 - 00:11:30] 这叫Pre-Fill阶段
[00:11:30 - 00:11:34] 读一次权重就能把几百个词全算了极其划算
[00:11:34 - 00:11:36] Cloud标准模式输出约5倍
[00:11:36 - 00:11:39] Jamnet 2.5 Pro约6-8倍
[00:11:39 - 00:11:42] 但轮到模型输出时它只能一个词一个词往外蹦
[00:11:42 - 00:11:44] 这叫decode阶段
[00:11:44 - 00:11:47] 每蹦一个词都要重新把几百GB的权重读一遍
[00:11:47 - 00:11:48] 硬件利用率极低
[00:11:48 - 00:11:50] 具体来说在Pre-Fill阶段
[00:11:50 - 00:11:52] 模型辅典运算单元的利用率
[00:11:52 - 00:11:54] MFU可以达到很高
[00:11:54 - 00:11:58] 但在decode的阶段MFU只有prefuel的1.5
[00:11:58 - 00:11:59] 这是因为decode的时候
[00:11:59 - 00:12:02] 计算和内存读取的比例完全适合
[00:12:02 - 00:12:04] 你花了大量时间读全众
[00:12:04 - 00:12:06] 但只用这些全众计算一个token
[00:12:06 - 00:12:08] 为什么缓存命中的token便宜10倍
[00:12:08 - 00:12:11] 当你的对话历史已经被缓存了
[00:12:11 - 00:12:12] 模型就不需要重新计算
[00:12:12 - 00:12:15] kv缓存只需要从内存读取
[00:12:15 - 00:12:17] 这比重新计算便宜的多
[00:12:17 - 00:12:19] 这也解释了为什么一些应用会让你
[00:12:19 - 00:12:21] 保持对话上下文
[00:12:21 - 00:12:22] 不仅是为了用户体验
[00:12:22 - 00:12:24] 也是为了降低成本
[00:12:24 - 00:12:27] 那么这套算力账本预示了怎样的产业未来
[00:12:27 - 00:12:29] 第一推理基础设施的规模
[00:12:29 - 00:12:31] 将大到超出我们的想象
[00:12:31 - 00:12:33] 2400个并发听起来很多
[00:12:33 - 00:12:36] 但换算成吞吐量每秒也就处理十几万个token
[00:12:36 - 00:12:37] 按pop的势力
[00:12:37 - 00:12:41] 若前沿模型全球吞吐约5000万tokeness
[00:12:41 - 00:12:44] 则需要数百个这类推理单元
[00:12:44 - 00:12:47] 实际还会受荣誉峰值附载和模型配置影响
[00:12:47 - 00:12:50] 这解释了为什么头部AI公司
[00:12:50 - 00:12:52] 会持续扩建大规模GPU集群
[00:12:52 - 00:12:54] 每个推理单元的容量是有限的
[00:12:54 - 00:12:57] 而全球用户需求在不断增长
[00:12:57 - 00:13:00] 所以需要不断扩展基础设施来满足需求
[00:13:00 - 00:13:02] 第二模型的训练成本和推理成本
[00:13:02 - 00:13:04] 正在走向动态平衡
[00:13:04 - 00:13:07] 这涉及到第6和第7个方程
[00:13:07 - 00:13:08] 让我详细解释一下
[00:13:08 - 00:13:10] 预训练的成本公式是
[00:13:10 - 00:13:13] 预训练等于6成活跃参数成预训练
[00:13:13 - 00:13:15] 这里的6来自于
[00:13:15 - 00:13:19] 2倍用于前向传播、成法和加法
[00:13:19 - 00:13:20] 4倍用于反向传播
[00:13:20 - 00:13:22] 计算两个输入矩阵的梯度
[00:13:22 - 00:13:23] 所以总共是6倍
[00:13:23 - 00:13:25] 强化学习的成本是
[00:13:25 - 00:13:27] 强化学习等于
[00:13:27 - 00:13:28] 2-6倍
[00:13:28 - 00:13:31] 乘活跃参数乘强化学习乘低效率
[00:13:31 - 00:13:33] 推理的成本是
[00:13:33 - 00:13:37] 推理等于2乘活跃参数乘推理乘低效率
[00:13:37 - 00:13:40] 过去我们总以为预训链是最少钱的
[00:13:40 - 00:13:42] 但实际上由于一个顶级大模型
[00:13:42 - 00:13:45] 要服务全球用户几个月甚至几年
[00:13:45 - 00:13:46] 日积越累的推理成本
[00:13:46 - 00:13:49] 其实和预训链成本不相上下
[00:13:49 - 00:13:50] 根据称七了缩放率
[00:13:50 - 00:13:53] 最优约等于20成火月参数
[00:13:53 - 00:13:55] 如果一个模型有1000亿火月参数
[00:13:55 - 00:13:58] 最优的预讯链token数是2万亿
[00:13:58 - 00:14:00] 但POP的估算框架
[00:14:00 - 00:14:02] 前沿模型的有效预讯链量可能
[00:14:02 - 00:14:05] 达到100-200万亿token量级
[00:14:05 - 00:14:08] 这是称车了最优值的50-100倍
[00:14:08 - 00:14:09] 为什么要过度讯链
[00:14:09 - 00:14:11] 因为推理成本太高了
[00:14:11 - 00:14:14] 通过预讯链是多砸100倍的算力
[00:14:14 - 00:14:16] 可以让模型更聪明
[00:14:16 - 00:14:17] 从而在推理时更高效
[00:14:17 - 00:14:19] 这是一个长期的成本优化
[00:14:19 - 00:14:22] 这就解释了为什么现在的AI巨头
[00:14:22 - 00:14:25] 宁愿在预训练阶段多砸100倍的算力
[00:14:25 - 00:14:26] 过渡训练模型
[00:14:26 - 00:14:30] 也要想方设法把最终部署的模型压缩得更小
[00:14:30 - 00:14:31] 更惊悍
[00:14:31 - 00:14:33] 因为在长期的推理成本面前
[00:14:33 - 00:14:36] 前期的训练投入完全是值得的
[00:14:36 - 00:14:39] 这就是AI产业最底层的算力账本
[00:14:39 - 00:14:40] 理解了这七个方程
[00:14:40 - 00:14:43] 你就理解了为什么Cloud的快速模式要贵六倍
[00:14:43 - 00:14:45] 为什么Gemini在常文本突然涨价
[00:14:45 - 00:14:47] 为什么输出Token总是更贵
[00:14:47 - 00:14:49] 这些看似随意的商业定价
[00:14:49 - 00:14:53] 其实都是规及芯片物理约束的直接体现
[00:14:53 - 00:14:54] 从这套方程出发
[00:14:54 - 00:14:56] 我们可以推导出很多有趣的结论
[00:14:56 - 00:14:59] 比如为什么西叔模型会成为未来的主流
[00:14:59 - 00:15:02] 因为西叔度直接影响零件p4大小
[00:15:02 - 00:15:05] 而零件p4大小决定了推理成本的下界
[00:15:05 - 00:15:07] 比如为什么长上下文处理这么贵
[00:15:07 - 00:15:09] 因为kv缓存会线性增长
[00:15:09 - 00:15:11] 最终导致内存成为瓶颈
[00:15:11 - 00:15:13] 比如为什么输出token这么贵
[00:15:13 - 00:15:15] 因为底扣的阶段的硬件利用率太低
[00:15:15 - 00:15:17] 这套理论框架还有很多应用
[00:15:17 - 00:15:20] 比如,如果你要设计一个新的芯片
[00:15:20 - 00:15:23] 你需要优化flops和内存带宽的比例
[00:15:23 - 00:15:26] 比如,如果你要优化一个模型的推理成本
[00:15:26 - 00:15:29] 你需要考虑吸收度和上下文长度的全衡
[00:15:29 - 00:15:32] 比如,如果你要做一个创业公司
[00:15:32 - 00:15:34] 你需要理解这些成本约束
[00:15:34 - 00:15:36] 才能设计出可持续的商业模式
[00:15:36 - 00:15:38] 你觉得随着技术的进步
[00:15:38 - 00:15:41] 未来的推理成本还会继续大幅下降吗?
[00:15:41 - 00:15:43] 还是说我们已经非常接近物理极限了
[00:15:43 - 00:15:45] 把你的硬核看法打在公屏上
[00:15:45 - 00:15:48] 如果这期深度拆解对你有启发
[00:15:48 - 00:15:49] 别忘了点赞投币收藏
[00:15:49 - 00:15:51] 一键三连支持一下
[00:15:51 - 00:15:52] 我是为什么叫QQ
[00:15:52 - 00:15:53] 我们下期再见
